timestamp,event_type,strategy_name,candle_open_time,candle_close_time,candle_open,candle_high,candle_low,candle_close,candle_mid_price,reference_price,order_id,trade_type,created_price,created_size,position_id,entry_price,close_price,closing_reason,pnl_quote,pnl_percent
1710120060,CREATE,main,,,68260.20000000,68353.90000000,68101.80000000,68121.50000000,68227.85000000,68121.50000000,sell_1,SELL,,,,,,,,
1710120420,CLOSE,main,,,,,,,,,sell_1,SELL,,,iARoABfvpGYtPAp1TGrnHrWr2e4krCpGKAHeqj49cae,,67991.10000000,CloseType.EARLY_STOP,0,0
1710120600,CREATE,main,,,68002.80000000,68070.70000000,67918.00000000,67926.20000000,67994.35000000,67926.20000000,buy_0,SELL,,,,,,,,
1710120960,CLOSE,main,,,,,,,,,buy_0,SELL,,,124ggauTKeNgJoEekmQMoM5yiS6KyXcotuSXwSLHJjSA,,67804.10000000,CloseType.EARLY_STOP,0,0
1710120600,CREATE,main,,,68002.80000000,68070.70000000,67918.00000000,67926.20000000,67994.35000000,67926.20000000,buy_1,SELL,,,,,,,,
1710120960,CLOSE,main,,,,,,,,,buy_1,SELL,,,7DDP3B6UFm1AidrkDRLd56A6ASL7Y6jETKPYZdLVqTcR,,67804.10000000,CloseType.EARLY_STOP,0,0
1710120600,CREATE,main,,,68002.80000000,68070.70000000,67918.00000000,67926.20000000,67994.35000000,67926.20000000,sell_0,SELL,,,,,,,,
1710120960,CLOSE,main,,,,,,,,,sell_0,SELL,,,7EMSe8UUvuRksrbFhKLbNrwJSRA7LWmyVhM2PJRH7WKZ,,67804.10000000,CloseType.EARLY_STOP,0,0
1710120600,CREATE,main,,,68002.80000000,68070.70000000,67918.00000000,67926.20000000,67994.35000000,67926.20000000,sell_1,SELL,,,,,,,,
1710120960,CLOSE,main,,,,,,,,,sell_1,SELL,,,73LBnzAcovxYjcqxGtbDyXsJqPaHGKWoYSY6BXqzbfYM,,67804.10000000,CloseType.EARLY_STOP,0,0
1710121140,CREATE,main,,,67804.20000000,67916.00000000,67584.00000000,67910.00000000,67750.00000000,67910.00000000,buy_0,SELL,,,,,,,,
1710121500,CLOSE,main,,,,,,,,,buy_0,SELL,,,ASvwRE8vbRkhxx8PFVKX7BZ2Lxqpf4jbUCtPaeWcuQJD,,67901.20000000,CloseType.EARLY_STOP,0,0
1710121140,CREATE,main,,,67804.20000000,67916.00000000,67584.00000000,67910.00000000,67750.00000000,67910.00000000,buy_1,SELL,,,,,,,,
1710121500,CLOSE,main,,,,,,,,,buy_1,SELL,,,AgsjcadBEfqpRsN8vBpPTMLy7o1JR7yxH4Rna8ARYHRH,,67901.20000000,CloseType.EARLY_STOP,0,0
1710121140,CREATE,main,,,67804.20000000,67916.00000000,67584.00000000,67910.00000000,67750.00000000,67910.00000000,sell_0,SELL,,,,,,,,
1710121500,CLOSE,main,,,,,,,,,sell_0,SELL,,,FPBxAxL5Kj5N9YDssMPZrEQA1iABCay2JRY64y4dHwSv,,67901.20000000,CloseType.EARLY_STOP,0,0
1710121140,CREATE,main,,,67804.20000000,67916.00000000,67584.00000000,67910.00000000,67750.00000000,67910.00000000,sell_1,SELL,,,,,,,,
1710121500,CLOSE,main,,,,,,,,,sell_1,SELL,,,B6pPGepo2HqNrqJ3fTEvc5znMdRen1EHdkzD3bvTHTYd,,67901.20000000,CloseType.EARLY_STOP,0,0
1710121680,CREATE,main,,,67901.20000000,68207.00000000,67875.30000000,68142.60000000,68041.15000000,68142.60000000,buy_0,SELL,,,,,,,,
1710122040,CLOSE,main,,,,,,,,,buy_0,SELL,,,CLN6vre6k8h1gtqi7SYA3Tqa8JhQHknAC9QvPsDCDoJN,,68210.10000000,CloseType.EARLY_STOP,0,0
1710121680,CREATE,main,,,67901.20000000,68207.00000000,67875.30000000,68142.60000000,68041.15000000,68142.60000000,buy_1,SELL,,,,,,,,
1710122040,CLOSE,main,,,,,,,,,buy_1,SELL,,,66cUyYdBg3UQ68GcsSUQMmS5dAjfHpZ3xbU8pjKqaxqb,,68210.10000000,CloseType.EARLY_STOP,0,0
1710121680,CREATE,main,,,67901.20000000,68207.00000000,67875.30000000,68142.60000000,68041.15000000,68142.60000000,sell_0,SELL,,,,,,,,
1710122040,CLOSE,main,,,,,,,,,sell_0,SELL,,,4oaf1AHtHnpHePh2NeR3XGUSL6v2hQ6AFgb1gQ159aai,,68210.10000000,CloseType.EARLY_STOP,0,0
1710121680,CREATE,main,,,67901.20000000,68207.00000000,67875.30000000,68142.60000000,68041.15000000,68142.60000000,sell_1,SELL,,,,,,,,
1710122040,CLOSE,main,,,,,,,,,sell_1,SELL,,,13idqV1RVX7BPWFaju6f5kaAKLE494YHku8agxNEHxV6,,68210.10000000,CloseType.EARLY_STOP,0,0
1710122220,CREATE,main,,,68214.40000000,68298.90000000,68170.50000000,68292.00000000,68234.70000000,68292.00000000,buy_0,SELL,,,,,,,,
1710122580,CLOSE,main,,,,,,,,,buy_0,SELL,,,CPbxcmMR7ioksDhd1pf4s21Qqr4oa5JDR6JTSVuWpvru,,68401.80000000,CloseType.EARLY_STOP,0,0
1710122220,CREATE,main,,,68214.40000000,68298.90000000,68170.50000000,68292.00000000,68234.70000000,68292.00000000,buy_1,SELL,,,,,,,,
1710122580,CLOSE,main,,,,,,,,,buy_1,SELL,,,44tBW731JXQmaKCEoNUPrwqszjfe45wkTeq3wCZw5ATa,,68401.80000000,CloseType.EARLY_STOP,0,0
1710122220,CREATE,main,,,68214.40000000,68298.90000000,68170.50000000,68292.00000000,68234.70000000,68292.00000000,sell_0,SELL,,,,,,,,
1710122580,CLOSE,main,,,,,,,,,sell_0,SELL,,,D1HVu2o8PgZWKCFbDa1ZmrETik47jzBVZpmtheCS9eod,,68401.80000000,CloseType.EARLY_STOP,0,0
1710122220,CREATE,main,,,68214.40000000,68298.90000000,68170.50000000,68292.00000000,68234.70000000,68292.00000000,sell_1,SELL,,,,,,,,
1710122580,CLOSE,main,,,,,,,,,sell_1,SELL,,,4FGqY3VZusRCHckWdiSD9vW7WuDrxqc1dhqZD9VznFV8,,68401.80000000,CloseType.EARLY_STOP,0,0
1710122760,CREATE,main,,,68405.90000000,68432.40000000,68337.80000000,68367.30000000,68385.10000000,68367.30000000,buy_0,SELL,,,,,,,,
1710123120,CLOSE,main,,,,,,,,,buy_0,SELL,,,BEgQDBw9LQEHQ3PpEaw2RkfLhjJMG2Anz3mZee3hcFAe,,68496.00000000,CloseType.EARLY_STOP,0,0
1710122760,CREATE,main,,,68405.90000000,68432.40000000,68337.80000000,68367.30000000,68385.10000000,68367.30000000,buy_1,SELL,,,,,,,,
1710123120,CLOSE,main,,,,,,,,,buy_1,SELL,,,22safc4ucPHWxaZDfCpChYibCq2ebkSe68TcLeVnerKc,,68496.00000000,CloseType.EARLY_STOP,0,0
1710122760,CREATE,main,,,68405.90000000,68432.40000000,68337.80000000,68367.30000000,68385.10000000,68367.30000000,sell_0,SELL,,,,,,,,
1710123120,CLOSE,main,,,,,,,,,sell_0,SELL,,,AEfk3VETYbsQxumreg2QnCk6VtgbvxsGBJwCg4ZUTi5d,,68496.00000000,CloseType.EARLY_STOP,0,0
1710122760,CREATE,main,,,68405.90000000,68432.40000000,68337.80000000,68367.30000000,68385.10000000,68367.30000000,sell_1,SELL,,,,,,,,
1710123120,CLOSE,main,,,,,,,,,sell_1,SELL,,,4Tfc7zj8wHyk6Pe82BcBpvVLSRvSYpFrHPS3kicuf1mG,,68496.00000000,CloseType.EARLY_STOP,0,0
1710123300,CREATE,main,,,68496.00000000,68499.80000000,68343.00000000,68403.90000000,68421.40000000,68403.90000000,buy_0,SELL,,,,,,,,
1710123660,CLOSE,main,,,,,,,,,buy_0,SELL,,,3mVfmfJVbEGBVF4hiB5wrxYyT2nx7nfoHRqKcoRooxSP,,68487.80000000,CloseType.EARLY_STOP,0,0
1710123300,CREATE,main,,,68496.00000000,68499.80000000,68343.00000000,68403.90000000,68421.40000000,68403.90000000,buy_1,SELL,,,,,,,,
1710123660,CLOSE,main,,,,,,,,,buy_1,SELL,,,G9rnLcjZde3V1oEdebqaTAMzQ5gwqiXAdbNh3VZcGNcv,,68487.80000000,CloseType.EARLY_STOP,0,0
1710123300,CREATE,main,,,68496.00000000,68499.80000000,68343.00000000,68403.90000000,68421.40000000,68403.90000000,sell_0,SELL,,,,,,,,
1710123660,CLOSE,main,,,,,,,,,sell_0,SELL,,,9E1fCi8Yo83rG6pXJyLHsuG24ZbCkwXjbNFTBrMS3EQJ,,68487.80000000,CloseType.EARLY_STOP,0,0
1710123300,CREATE,main,,,68496.00000000,68499.80000000,68343.00000000,68403.90000000,68421.40000000,68403.90000000,sell_1,SELL,,,,,,,,
1710123660,CLOSE,main,,,,,,,,,sell_1,SELL,,,VzfuZwzWCuWiJUQGoPAn7SHhJ1YhEGstiwKtfFtKxqq,,68487.80000000,CloseType.EARLY_STOP,0,0
1710123840,CREATE,main,,,68487.90000000,68487.90000000,68411.20000000,68438.00000000,68449.55000000,68438.00000000,buy_0,SELL,,,,,,,,
1710124200,CLOSE,main,,,,,,,,,buy_0,SELL,,,6txjSCwCotiU5Rm8uezuUienUDWs67H5uhD8Z8kBKb4F,,68457.90000000,CloseType.EARLY_STOP,0,0
1710123840,CREATE,main,,,68487.90000000,68487.90000000,68411.20000000,68438.00000000,68449.55000000,68438.00000000,buy_1,SELL,,,,,,,,
