timestamp,event_type,strategy_name,candle_open_time,candle_close_time,candle_open,candle_high,candle_low,candle_close,candle_mid_price,reference_price,order_id,trade_type,created_price,created_size,position_id,fill_price,amount_filled,entry_price,close_price,closing_reason,pnl_quote,pnl_percent
1710272160,CLOSE,main,,,,,,,,,sell_0,SELL,,,6BqL1KhiEtvAS1JkcxwsvJo7bX1dftHfpdBvyVNpDBeJ,,,,71467.80000000,CloseType.TIME_LIMIT,0.4662545084911613457734347321093082427978515625,0.000931399699187652509169144110501292743720114231109619140625
1710272160,CREATE,main,,,71448.30000000,71539.10000000,71448.20000000,71467.80000000,71493.65000000,71489.31754966,buy_0,SELL,71487.67629986,0.006994212511576356062725862094,,,,,,,,
1710272160,FILL,main,,,,,,,,,buy_0,SELL,,,J2UxUUJBdqDrDgfZzDdrTi9hxqinRAdyhZPTfT7wadV5,71487.67629986,999.7219618696734642071533016860485076904296875,,,,,
1710273960,CLOSE,main,,,,,,,,,buy_0,SELL,,,J2UxUUJBdqDrDgfZzDdrTi9hxqinRAdyhZPTfT7wadV5,,,,71146.70000000,CloseType.TIME_LIMIT,-2.745702618402071859549096188857220113277435302734375,-0.005492932481481304328452264229554202756844460964202880859375
1710272160,CREATE,main,,,71448.30000000,71539.10000000,71448.20000000,71467.80000000,71493.65000000,71489.31754966,sell_0,SELL,71490.95879947,0.006993891373068501704196771209,,,,,,,,
1710272160,FILL,main,,,,,,,,,sell_0,SELL,,,2ysQYWek28FQpPXodNPYjk5gawkt6d8KH3scT32C1tce,71490.95879947,1000.0439384305935845986823551356792449951171875,,,,,
1710273960,CLOSE,main,,,,,,,,,sell_0,SELL,,,2ysQYWek28FQpPXodNPYjk5gawkt6d8KH3scT32C1tce,,,,71146.70000000,CloseType.TIME_LIMIT,1.929655893788659426490994519554078578948974609375,0.003859142222924606159539795413593310513533651828765869140625
1710273960,CREATE,main,,,71116.20000000,71155.30000000,70973.70000000,71146.70000000,71064.50000000,71168.12087277,buy_0,SELL,71166.75100159,0.007025752798365011130660538992,,,,,,,,
1710273960,FILL,main,,,,,,,,,buy_0,SELL,,,HQ6oDJrNExeVBg7Jy76oRwV4K5cMRwLBHkevjNV2pe5y,71166.75100159,999.7182532388718527727178297936916351318359375,,,,,
1710275760,CLOSE,main,,,,,,,,,buy_0,SELL,,,HQ6oDJrNExeVBg7Jy76oRwV4K5cMRwLBHkevjNV2pe5y,,,,70924.20000000,CloseType.TIME_LIMIT,-2.063089124255595319112899233005009591579437255859375,-0.004127341113501991308465388641479876241646707057952880859375
1710273960,CREATE,main,,,71116.20000000,71155.30000000,70973.70000000,71146.70000000,71064.50000000,71168.12087277,sell_0,SELL,71169.49074394,0.007025482334824591424646380509,,,,,,,,
1710273960,FILL,main,,,,,,,,,sell_0,SELL,,,9BUx5RJhYnsFrS5R4t7AZodKDWzfqZFxqLEfJGwPz58d,71169.49074394,1000.14485499269494539475999772548675537109375,,,,,
1710275760,CLOSE,main,,,,,,,,,sell_0,SELL,,,9BUx5RJhYnsFrS5R4t7AZodKDWzfqZFxqLEfJGwPz58d,,,,70924.20000000,CloseType.TIME_LIMIT,1.29564085728483480153272466850467026233673095703125,0.002590906408840743836707876113223392167128622531890869140625
1710275760,CREATE,main,,,70807.80000000,70979.00000000,70783.10000000,70924.20000000,70881.05000000,70945.55388239,buy_0,SELL,70943.90045418,0.007047822248270180005849862986,,,,,,,,
1710275760,FILL,main,,,,,,,,,buy_0,SELL,,,EqGeerNxd9AE3teU7NJeuVtUuzAum7shqFPB274Y3d2m,70943.90045418,999.722309401527809313847683370113372802734375,,,,,
1710277560,CLOSE,main,,,,,,,,,buy_0,SELL,,,EqGeerNxd9AE3teU7NJeuVtUuzAum7shqFPB274Y3d2m,,,,70637.40000000,CloseType.TIME_LIMIT,-2.521176575504588068810107870376668870449066162109375,-0.005043753754007672916725990575059768161736428737640380859375
1710275760,CREATE,main,,,70807.80000000,70979.00000000,70783.10000000,70924.20000000,70881.05000000,70945.55388239,sell_0,SELL,70947.20731061,0.007047493748570096649478130000,,,,,,,,
1710275760,FILL,main,,,,,,,,,sell_0,SELL,,,CzqQiC4qeq6PDfapzfDyjoMMi6mdrvoC4u74QUmS9XP2,70947.20731061,1001.699752449259904096834361553192138671875,,,,,
1710277560,CLOSE,main,,,,,,,,,sell_0,SELL,,,CzqQiC4qeq6PDfapzfDyjoMMi6mdrvoC4u74QUmS9XP2,,,,70637.40000000,CloseType.TIME_LIMIT,2.53239143315992887295351465581916272640228271484375,0.005056188597367562188866774164353046217001974582672119140625
1710277560,CREATE,main,,,70939.60000000,70943.60000000,70637.40000000,70637.40000000,70790.50000000,70658.66753255,buy_0,SELL,70656.97876107,0.007076441828779423782952753615,,,,,,,,
1710277560,FILL,main,,,,,,,,,buy_0,SELL,,,5XymZ89TSbgnr2M7keEew3vxcpnTrgqdAG2EmEz7rG3q,70656.97876107,999.7229040724472497458918951451778411865234375,,,,,
1710279360,CLOSE,main,,,,,,,,,buy_0,SELL,,,5XymZ89TSbgnr2M7keEew3vxcpnTrgqdAG2EmEz7rG3q,,,,71046.20000000,CloseType.TIME_LIMIT,2.392987967568684037900084149441681802272796630859375,0.004787302477157751902370197427671882905997335910797119140625
1710277560,CREATE,main,,,70939.60000000,70943.60000000,70637.40000000,70637.40000000,70790.50000000,70658.66753255,sell_0,SELL,70660.35630403,0.007076103577070309221442905653,,,,,,,,
1710277560,FILL,main,,,,,,,,,sell_0,SELL,,,GmUp6rPf5T5vj8YXoKiPLks8mik3vGqRMkT2feP5irYJ,70660.35630403,1001.731433329389119535335339605808258056640625,,,,,
1710279360,CLOSE,main,,,,,,,,,sell_0,SELL,,,GmUp6rPf5T5vj8YXoKiPLks8mik3vGqRMkT2feP5irYJ,,,,71046.20000000,CloseType.TIME_LIMIT,-2.365419009222950119664119483786635100841522216796875,-0.004722661045707953440808690714902695617638528347015380859375
1710279360,CREATE,main,,,70812.40000000,71099.90000000,70812.40000000,71046.20000000,70956.15000000,71067.59061419,sell_0,SELL,71069.16005957,0.007035400440653921413593183605,,,,,,,,
1710280080,CLOSE,main,,,,,,,,,sell_0,SELL,,,9UDxHTyocb73T9M9Auo8N7xt5YnxjJYkHd7vGFVEKHt6,,,,71036.50000000,CloseType.EARLY_STOP,0,0
1710280260,CREATE,main,,,71036.40000000,71036.50000000,70993.70000000,70993.80000000,71015.10000000,71015.17483758,sell_0,SELL,71016.29729556,0.007040637417620602651720152389,,,,,,,,
1710280980,CLOSE,main,,,,,,,,,sell_0,SELL,,,3BQyjB3UmQAAVNSbjpbbtmKexGAjzLHCTmAx28Hh88rH,,,,71010.60000000,CloseType.EARLY_STOP,0,0
1710279360,CREATE,main,,,70812.40000000,71099.90000000,70812.40000000,71046.20000000,70956.15000000,71067.59061419,buy_0,SELL,71066.02116881,0.007035711184846966358803104784,,,,,,,,
1710279360,FILL,main,,,,,,,,,buy_0,SELL,,,6nFDAusAkGiJw8f4f2n9g4VBR1UD4D45fmAYmB67wWCi,71066.02116881,999.7210879617490491000353358685970306396484375,,,,,
1710281160,CLOSE,main,,,,,,,,,buy_0,SELL,,,6nFDAusAkGiJw8f4f2n9g4VBR1UD4D45fmAYmB67wWCi,,,,70942.30000000,CloseType.TIME_LIMIT,-1.2308709360864309445560138556174933910369873046875,-0.002462428673173143976737886617911499342881143093109130859375
1710281160,CREATE,main,,,71011.90000000,71011.90000000,70874.10000000,70942.30000000,70943.00000000,70963.65933194,buy_0,SELL,70961.95502716,0.007046029098389691185731550766,,,,,,,,
1710281160,FILL,main,,,,,,,,,buy_0,SELL,,,HoN5rXccSS4dortUBgAgPBbe1oY1BpajMEvdMUvE5K4P,70961.95502716,999.7230202133820284871035255491733551025390625,,,,,
1710282960,CLOSE,main,,,,,,,,,buy_0,SELL,,,HoN5rXccSS4dortUBgAgPBbe1oY1BpajMEvdMUvE5K4P,,,,70938.40000000,CloseType.TIME_LIMIT,-0.52734102359039358720593781981733627617359161376953125,-0.001054974253724471310034171978031736216507852077484130859375
1710281160,CREATE,main,,,71011.90000000,71011.90000000,70874.10000000,70942.30000000,70943.00000000,70963.65933194,sell_0,SELL,70965.36363673,0.007045690663398899205601598618,,,,,,,,
1710281160,FILL,main,,,,,,,,,sell_0,SELL,,,J3rdPRjCwEuvTRh8HLpqKjs5NvBPCJZZNLAio2iqBJYr,70965.36363673,1000.37675229016213052091188728809356689453125,,,,,
1710282960,CLOSE,main,,,,,,,,,sell_0,SELL,,,J3rdPRjCwEuvTRh8HLpqKjs5NvBPCJZZNLAio2iqBJYr,,,,70938.40000000,CloseType.TIME_LIMIT,-0.12183478752047005588821093624574132263660430908203125,-0.000243577806544491813622865805655237636528909206390380859375
1710282960,CREATE,main,,,70897.30000000,70938.40000000,70870.90000000,70938.40000000,70904.65000000,70959.75815773,buy_0,SELL,70958.67269070,0.007046355026670886941317163216,,,,,,,,
1710282960,FILL,main,,,,,,,,,buy_0,SELL,,,8Bw26ugmTj8uF4FZHkS8U2fwQm3HUXeX5v5mDp8d67D2,70958.67269070,999.71430284797997956047765910625457763671875,,,,,
1710284760,CLOSE,main,,,,,,,,,buy_0,SELL,,,8Bw26ugmTj8uF4FZHkS8U2fwQm3HUXeX5v5mDp8d67D2,,,,71168.10000000,CloseType.TIME_LIMIT,1.11869059820238447855444974265992641448974609375,0.002238020592514212460388822734103086986579000949859619140625
1710282960,CREATE,main,,,70897.30000000,70938.40000000,70870.90000000,70938.40000000,70904.65000000,70959.75815773,sell_0,SELL,70960.84362476,0.007046139454654290802565056650,,,,,,,,
1710282960,FILL,main,,,,,,,,,sell_0,SELL,,,CnxxgPMekenFo7V6ekbzkgHtEzuFxQRNoZhjHWZG2aQc,70960.84362476,1002.52190315243069562711752951145172119140625,,,,,
1710284760,CLOSE,main,,,,,,,,,sell_0,SELL,,,CnxxgPMekenFo7V6ekbzkgHtEzuFxQRNoZhjHWZG2aQc,,,,71168.10000000,CloseType.TIME_LIMIT,-0.700666698142930588488752619014121592044830322265625,-0.001397808259230414427987110315143581829033792018890380859375
1710284760,CREATE,main,,,71158.90000000,71218.60000000,71137.00000000,71168.10000000,71177.80000000,71189.52731589,buy_0,SELL,71188.57385645,0.007023599054087431132836412529,,,,,,,,
1710284760,FILL,main,,,,,,,,,buy_0,SELL,,,89TV7UjCNYQmJK5rSWS7ohw2BfoX3a4ZvHuktfyYAGmg,71188.57385645,999.7123996823994502847199328243732452392578125,,,,,
1710286560,CLOSE,main,,,,,,,,,buy_0,SELL,,,89TV7UjCNYQmJK5rSWS7ohw2BfoX3a4ZvHuktfyYAGmg,,,,71463.90000000,CloseType.TIME_LIMIT,1.5777244003577521880288259126245975494384765625,0.003156356569867458695954898217905792989768087863922119140625
1710284760,CREATE,main,,,71158.90000000,71218.60000000,71137.00000000,71168.10000000,71177.80000000,71189.52731589,sell_0,SELL,71190.48077532,0.007023410918912229813912993955,,,,,,,,
1710284760,FILL,main,,,,,,,,,sell_0,SELL,,,xJoCmEmNE5uGJ7chUsoXbKfD6yaFZ2wmhC7deai7ECd,71190.48077532,1000.9737147990034600297803990542888641357421875,,,,,
1710286560,CLOSE,main,,,,,,,,,sell_0,SELL,,,xJoCmEmNE5uGJ7chUsoXbKfD6yaFZ2wmhC7deai7ECd,,,,71463.90000000,CloseType.TIME_LIMIT,-1.933965025949512916980665977462194859981536865234375,-0.003864167454862398563830705455757197341881692409515380859375
1710286560,CREATE,main,,,71440.30000000,71492.80000000,71412.60000000,71463.90000000,71452.70000000,71485.41637545,sell_0,SELL,71486.35099685,0.006994342178998792783786932579,,,,,,,,
1710287280,CLOSE,main,,,,,,,,,sell_0,SELL,,,7pFkgz1JcHmTPGcoLh4UtxgQwAWLpb3gpuqoYNMrmLU,,,,71447.90000000,CloseType.EARLY_STOP,0,0
1710286560,CREATE,main,,,71440.30000000,71492.80000000,71412.60000000,71463.90000000,71452.70000000,71485.41637545,buy_0,SELL,71484.48175405,0.006994525073572054536939386621,,,,,,,,
1710286560,FILL,main,,,,,,,,,buy_0,SELL,,,9AK5WupHen1e7E1j6QnjCpJwt3VKB8WCtqDscaXYCGaX,71484.48175405,999.7120808104917841774295084178447723388671875,,,,,
1710288000,CLOSE,main,,,,,,,,,buy_0,SELL,,,9AK5WupHen1e7E1j6QnjCpJwt3VKB8WCtqDscaXYCGaX,,,,71378.30000000,CloseType.TIME_LIMIT,-1.098587386703037349633405028725974261760711669921875,-0.002197807564378705634522415124365579686127603054046630859375
1710287460,CREATE,main,,,71448.00000000,71517.50000000,71428.00000000,71488.00000000,71472.75000000,71509.52363149,sell_0,SELL,71510.41758138,0.006991988257249239051369631184,,,,,,,,
1710288000,CLOSE,main,,,,,,,,,sell_0,SELL,,,3deQzY9LKcSTDqE3RRdUAZVms1zBhG5fh97WKjumrFpj,,,,71378.30000000,CloseType.TIME_LIMIT,0,0
