timestamp,event_type,strategy_name,candle_open_time,candle_close_time,candle_open,candle_high,candle_low,candle_close,candle_mid_price,reference_price,order_id,trade_type,created_price,created_size,position_id,entry_price,close_price,closing_reason,pnl_quote,pnl_percent,fill_price,amount_filled
1710115200,CREATE,main,,,68953.90000000,68953.90000000,68873.80000000,68888.00000000,68913.85000000,68888.00000000,sell_0,SELL,68956.88800000,0.003625453631260157795908670189,,,,,,,,
1710117180,CLOSE,main,,,,,,,,,sell_0,SELL,,,EZG8h5A66wtPRdVWrGwyJfxCiezJEapimYjqism6r4pT,,68539.00000000,CloseType.EARLY_STOP,0,0,,
1710115200,CREATE,main,,,68953.90000000,68953.90000000,68873.80000000,68888.00000000,68913.85000000,68888.00000000,buy_0,SELL,68819.11200000,0.003632711796688106059915585365,,,,,,,,
1710115200,FILL,main,,,,,,,,,buy_0,SELL,,,5gQrLm8QU7PA12nJH27YpAMnSRyhDwUPynygRZ4DQ18F,,,,,,68819.11200000,499.94614868032584809043328277766704559326171875
1710117900,CLOSE,main,,,,,,,,,buy_0,SELL,,,5gQrLm8QU7PA12nJH27YpAMnSRyhDwUPynygRZ4DQ18F,,68318.30000000,CloseType.TIME_LIMIT,-2.0423530748260301237451130873523652553558349609375,-0.0081702922613449135980090431985445320606231689453125,,
1710117360,CREATE,main,,,68539.00000000,68545.40000000,68470.00000000,68472.10000000,68507.70000000,68472.10000000,sell_0,SELL,68540.57210000,0.003647474661216024176466906155,,,,,,,,
1710119340,CLOSE,main,,,,,,,,,sell_0,SELL,,,2BFhQqsCPnrKxdxgY2X5CYyUFGojhSnbzv1H7rn7qG7K,,68292.00000000,CloseType.EARLY_STOP,0,0,,
1710117900,CREATE,main,,,68218.10000000,68400.00000000,68207.00000000,68318.30000000,68303.50000000,68318.30000000,buy_0,SELL,68249.98170000,0.003663004645171941333357507858,,,,,,,,
1710117900,FILL,main,,,,,,,,,buy_0,SELL,,,2y8PJBktseHnuZK6UZKSzjw2EtvFyhs3MiWktnifQRZF,,,,,,68249.98170000,497.7327341906085393929970450699329376220703125
1710120600,CLOSE,main,,,,,,,,,buy_0,SELL,,,2y8PJBktseHnuZK6UZKSzjw2EtvFyhs3MiWktnifQRZF,,67926.20000000,CloseType.TIME_LIMIT,-0.3012473335212806357930048761772923171520233154296875,-0.001210478286147508540648853880838942131958901882171630859375,,
1710119520,CREATE,main,,,68292.00000000,68312.90000000,68148.00000000,68180.10000000,68230.45000000,68180.10000000,sell_0,SELL,68248.28010000,0.003663095973022182849871614194,,,,,,,,
1710121500,CLOSE,main,,,,,,,,,sell_0,SELL,,,CpqdLXVSbhBiHBLnTd7EsM1M22uWMF3mRKuPVWq1UUjF,,67901.20000000,CloseType.EARLY_STOP,0,0,,
1710120600,CREATE,main,,,68002.80000000,68070.70000000,67918.00000000,67926.20000000,67994.35000000,67926.20000000,buy_0,SELL,67858.27380000,0.003684149124347457401970815295,,,,,,,,
1710120600,FILL,main,,,,,,,,,buy_0,SELL,,,4TzDUTjhQE2U5JREWsDXmrjPAMxdJyYMFedobjw9Srsi,,,,,,67858.27380000,499.6008312843349585818941704928874969482421875
1710123300,CLOSE,main,,,,,,,,,buy_0,SELL,,,4TzDUTjhQE2U5JREWsDXmrjPAMxdJyYMFedobjw9Srsi,,68403.90000000,CloseType.TIME_LIMIT,1.95995222914144573422845496679656207561492919921875,0.00784607273011517225569377842475660145282745361328125,,
1710121680,CREATE,main,,,67901.20000000,68207.00000000,67875.30000000,68142.60000000,68041.15000000,68142.60000000,sell_0,SELL,68210.74260000,0.003665111835331345280497042671,,,,,,,,
1710121680,FILL,main,,,,,,,,,sell_0,SELL,,,3AGon63YRuUdqP2D443BMdB1QAE6JTxGsThpNxHsWoT3,,,,,,68210.74260000,500.59563491689647207749658264219760894775390625
1710124380,CLOSE,main,,,,,,,,,sell_0,SELL,,,3AGon63YRuUdqP2D443BMdB1QAE6JTxGsThpNxHsWoT3,,68487.80000000,CloseType.TIME_LIMIT,-0.967926714816309985423004036420024931430816650390625,-0.003867100099572361691924182736102011404000222682952880859375,,
1710123300,CREATE,main,,,68496.00000000,68499.80000000,68343.00000000,68403.90000000,68421.40000000,68403.90000000,buy_0,SELL,68335.49610000,0.003658420795455380052164811637,,,,,,,,
1710125280,CLOSE,main,,,,,,,,,buy_0,SELL,,,m4ihnX58QSj4FcFS8LCnA5wMjgyuaQAfDeJaR6NS6Uh,,68433.80000000,CloseType.EARLY_STOP,0,0,,
1710124380,CREATE,main,,,68457.80000000,68489.70000000,68454.20000000,68487.80000000,68471.95000000,68487.80000000,sell_0,SELL,68556.28780000,0.003646638521754965696539260198,,,,,,,,
1710126360,CLOSE,main,,,,,,,,,sell_0,SELL,,,F4P69tsP9h2cWXPxXgFKwXTtd3j3FuG9vQFaF8PCE9PA,,68378.50000000,CloseType.EARLY_STOP,0,0,,
1710125460,CREATE,main,,,68433.80000000,68433.80000000,68315.00000000,68369.10000000,68374.40000000,68369.10000000,buy_0,SELL,68300.73090000,0.003660282938494878957742811175,,,,,,,,
1710127440,CLOSE,main,,,,,,,,,buy_0,SELL,,,3F2Mztw9jmms1Js58X2NNS79LHnM4WrXN4YTgBv6tbNg,,68559.50000000,CloseType.EARLY_STOP,0,0,,
1710126540,CREATE,main,,,68378.50000000,68479.90000000,68372.30000000,68448.60000000,68426.10000000,68448.60000000,sell_0,SELL,68517.04860000,0.003648726924294284017586488467,,,,,,,,
